,CODE_INDEX,N_POSITIVE_CODES,AUC(GRU),AUC(ICENODE),AUC(ICENODE_UNIFORM),AUC(RETAIN),VAR[AUC(GRU)],VAR[AUC(ICENODE)],VAR[AUC(ICENODE_UNIFORM)],VAR[AUC(RETAIN)],P0(AUC_GRU==AUC_ICENODE),P0(AUC_GRU==AUC_ICENODE_UNIFORM),P0(AUC_GRU==AUC_RETAIN),P0(AUC_ICENODE==AUC_ICENODE_UNIFORM),P0(AUC_ICENODE==AUC_RETAIN),P0(AUC_ICENODE_UNIFORM==AUC_RETAIN)
22,22,296.0,0.46240554045640564,0.5130849423647009,0.4556713133542955,0.5170032074249908,0.0003254985480226335,0.0002770570076824662,0.0002634153643139432,0.0002601975190502879,0.0011652988091218292,0.6770692208245952,6.833887262159707e-05,1.034617748478609e-17,0.8074957127536904,0.00015386317774676415
23,23,687.0,0.8736885891953349,0.9095668242054217,0.8900732656008679,0.8984306759995999,7.284201700955031e-05,6.68497420362226e-05,7.377250793004762e-05,6.687125456316242e-05,3.4528563506592787e-09,0.0035750103944315495,1.8386833141492194e-06,1.7844286780166775e-16,0.060554739851555,0.16405155046097952
24,24,1992.0,0.6089444238333466,0.5936948000538608,0.5878844663128736,0.6110815853055815,4.396745013382112e-05,4.48813444443061e-05,4.55333198544873e-05,4.2447935635320375e-05,0.005865801923739327,0.00014957369955808958,0.669326025411783,0.0007877622688631688,0.001117224570971643,2.1911270754534208e-05
25,25,3370.0,0.7086181164264073,0.6854065242386574,0.6759633415324005,0.7577351359427176,2.506323679183467e-05,2.957275877499226e-05,2.902566803380782e-05,2.368802964859791e-05,2.1470381400386747e-07,3.3858821801107857e-13,2.4374130035609607e-42,3.4489534218645205e-11,3.590341517766152e-55,3.919499464471551e-68
26,26,8478.0,0.6608111090687596,0.6663213100417765,0.6681986281824311,0.6532967216886085,1.0508125809786302e-05,1.0270083954398204e-05,1.041991978229788e-05,1.0775170388680637e-05,0.048126115476121445,0.007985679524878065,0.003434658102214166,0.06000213680361114,1.1076384839913724e-06,1.53634278752558e-08
27,27,933.0,0.4856335000624312,0.4947360490701989,0.48343213613587654,0.4724245430030172,8.353167643599059e-05,8.712728016835803e-05,8.497119046454727e-05,8.62490226263212e-05,0.28461455472991914,0.7880928764485138,0.034864971278315234,0.0008269673560468013,0.00840222508068026,0.18046395370632562
28,28,161.0,0.7492071835035938,0.7729085966036203,0.7619886543051575,0.7918112367024577,0.0002928583210829736,0.00032492178269176604,0.0003123086408637036,0.0003405598420256822,0.026621293438515454,0.19011931781401759,7.898934002191235e-08,0.01222405623120404,0.11744905231654486,0.006990872553673965
29,29,436.0,0.4698641487210681,0.4978072378883471,0.46654323072219717,0.4473183890216538,0.00019123161276382488,0.00019499167312890916,0.00017903063126852825,0.0001724558500155658,0.013233239676364658,0.7633652713642269,0.014038784403214535,1.5825952106373776e-10,6.208533489799283e-06,0.06160383162033037
30,30,2430.0,0.5753596225919495,0.5769080574398744,0.581991692060899,0.58739930283666,3.391080634317628e-05,3.682445741735666e-05,3.635849817075534e-05,3.459630930471694e-05,0.7289282654616447,0.1275717827695442,0.0002876951303228991,0.0012729226411753727,0.033315827837591655,0.267202366417842
31,31,17170.0,0.8914485098393158,0.8714457711573025,0.8692216256824955,0.888749990831188,2.5674881979847387e-06,3.3040841070339795e-06,3.402594641285852e-06,2.876396917050321e-06,3.009355393085763e-60,4.480379207613185e-74,0.006783907217980566,1.0958709031858044e-05,8.782968828738095e-36,8.096060887046734e-46
32,32,25452.0,0.8205222305950411,0.8174647889854582,0.8090576704286035,0.843364005340895,2.571601577400977e-06,2.792394676800118e-06,2.835960000282296e-06,2.4195679450881005e-06,0.013364228887308413,1.5520547192452845e-21,3.926004403729552e-122,3.006314722984116e-68,1.695516887647981e-91,1.9483711060104557e-164
33,33,2085.0,0.6854487159268667,0.7015465817529527,0.6874107418774861,0.6966773158396985,4.22549651867015e-05,4.224232056035202e-05,4.404569043795137e-05,4.310577731405619e-05,0.0009105836804706617,0.6959074671278587,0.010773946649215493,4.219886004213778e-12,0.3107081546905667,0.0548373987332598
34,34,694.0,0.8156693750797701,0.8642230617737242,0.8443311851126584,0.8649421239378161,9.318891452556423e-05,8.591358242789938e-05,9.256054155146015e-05,8.953332010197983e-05,2.0582269885052257e-12,3.0554987564067015e-05,2.745250813335902e-10,1.0911378437439563e-14,0.9119024527166923,0.0012706496706266868
35,35,5567.0,0.6172841334792551,0.6231941358469536,0.6312423578573434,0.6270393888090658,1.6438674157421877e-05,1.649243256161991e-05,1.6397424578087293e-05,1.7491718306796228e-05,0.10025472834995817,0.00011157837537837656,0.0020516204573832945,2.303384902311367e-10,0.2853598828465216,0.2532502915306455
36,36,7964.0,0.7406693104421735,0.7318043297268185,0.7327833779671861,0.717595460611442,1.0335657198139181e-05,1.0887532808723061e-05,1.1095455478237093e-05,1.153450391972729e-05,8.91051393246567e-05,0.0005272683639534841,7.663690643642508e-27,0.29857703577258565,2.887909219927128e-08,1.1908752239018816e-08
37,37,394.0,0.43021439230140884,0.3835522410200631,0.3646721805178615,0.4372442241021699,0.00022254250738667507,0.0002405451840710855,0.00021648595086018525,0.00023741412391943212,0.0010842018541587413,5.293388208666917e-06,0.6159690577827198,0.00013913619722991485,5.855956147503719e-06,9.666857095746609e-10
38,38,13129.0,0.6263845982144502,0.6224642287839008,0.6207379571179902,0.6509288640633663,7.2555467291850376e-06,7.6118414488762074e-06,7.569201719325203e-06,7.119886211112675e-06,0.10168437133965369,0.021695049174446066,1.018298758864717e-30,0.021633593626402912,3.6236832957459904e-34,2.9743431916999494e-37
39,39,4085.0,0.6814986490588717,0.6632525163075251,0.666338475475391,0.687380406603583,2.517352646075865e-05,2.6651871724669086e-05,2.615612180020383e-05,2.5909028739318253e-05,3.6153097239362893e-07,1.592835482218176e-05,0.06367234052208558,0.00516589533830805,1.3702987643184765e-09,8.340976287810507e-08
40,40,3458.0,0.56617200755431,0.5983324615409752,0.592940267335355,0.5967640492266878,2.716349028563597e-05,2.8280013612296332e-05,2.7814716862876502e-05,2.7481859495424383e-05,3.985272853207572e-09,5.561503382858734e-07,3.3295140376273613e-11,0.00132411133770927,0.7628175233406848,0.4651751148320843
41,41,741.0,0.5823317517000657,0.5779397332953576,0.5648622293009784,0.5908218447122763,0.00011029003588008001,0.00010871201884032075,0.00011064768710874184,0.00011790901236008434,0.6366217679471078,0.04927909992335643,0.22268733177214883,0.006978628995451359,0.12943600924273505,0.0010474997545737706
42,42,767.0,0.5877064528862022,0.5715054108365739,0.5612709389716929,0.5761883237924189,0.0001094511929210674,0.00011165260057356937,0.00010742235451685905,0.00010508028661804454,0.05011844015425358,0.0013016485341364589,0.08554431285986028,0.00015649138572899714,0.5442968874201191,0.04420909353400651
43,43,43575.0,0.7548229668806812,0.7545623425569056,0.7546006388398773,0.7875531464921808,1.9801667877271194e-06,2.0823839033011417e-06,2.080733006277974e-06,1.8082180646614684e-06,0.8163680140209255,0.8419622409733264,2.017513255982426e-309,0.9221591882154819,2.548010024925672e-189,2.0540007596487803e-196
44,44,2924.0,0.6016826504449853,0.6318819408941266,0.5964170342579945,0.6463073383115997,3.078697987559438e-05,3.3672302804667176e-05,3.373405509948186e-05,3.3439308097903496e-05,2.3026427835600086e-07,0.39282421699099535,1.4470204968167867e-17,1.627176232259662e-62,0.018040277207284527,4.684251087505391e-15
45,45,3366.0,0.9226778959406942,0.8928893628725774,0.8929052090210091,0.921624763412659,9.850970970062095e-06,1.5014778428809273e-05,1.466418520018815e-05,1.173208386678417e-05,4.2566997650682407e-29,2.823075487351573e-31,0.6248556424750643,0.9846690870098347,7.928892174563641e-22,8.378221906368781e-22
46,46,2711.0,0.5889787338086945,0.6023181163234366,0.5940615599650728,0.5676988850497563,3.469172056822543e-05,3.540206966993769e-05,3.5571341732279466e-05,3.48213637900864e-05,0.024478247440007365,0.37505843663087324,2.92312602458959e-05,5.80339242632188e-05,8.745618896563189e-10,1.0125858743521735e-06
47,47,5007.0,0.8199964926721599,0.7862494443298779,0.7925607725627501,0.8365330991390282,1.3195696030747933e-05,1.621218875668213e-05,1.569975333649329e-05,1.2921579123562172e-05,6.407023187668141e-31,6.942989453841955e-25,3.480471184624065e-14,2.3050933956554158e-10,7.676189093411133e-67,2.107767447461878e-59
48,48,575.0,0.6532189506014582,0.6767664450105881,0.6977069077656595,0.6992485085365207,0.00011470528290173221,0.00011914286928495549,0.00011571455266498669,0.00011354119385761716,0.027087977112729464,2.8732980612945503e-06,1.7624117229273962e-11,4.434162902646754e-11,0.035408007450278375,0.8697153316324883
49,49,5000.0,0.60255109298945,0.6416202057132788,0.6308111132524282,0.6613634952536176,1.744412582691928e-05,1.774152043208563e-05,1.7759486998540145e-05,1.6812177618826993e-05,4.5762977448851655e-22,3.063581708487368e-11,3.854989272009346e-62,7.972405592146397e-16,2.8052468964188193e-07,1.4855192797084752e-14
50,50,3801.0,0.9017597371928904,0.8976530832421397,0.8918057038596258,0.930463463335018,1.0843121154468903e-05,1.2391971841113102e-05,1.2794563923138602e-05,9.009369693672061e-06,0.06942974246701195,1.6111712106424116e-05,1.1760067849035502e-38,5.149055605284351e-14,6.292778092802835e-34,1.6150249463822651e-43
51,51,3467.0,0.6522854364993124,0.6771669960700037,0.6744691363978176,0.6490151842771047,2.4940403990463964e-05,2.3081499646737e-05,2.2401550932340867e-05,2.2767717508157795e-05,6.18021501399031e-08,1.8099089329650702e-06,0.439077270513727,0.051760264549101445,4.383504786727993e-10,2.2052885276515628e-08
52,52,4685.0,0.7018771423787389,0.7082148117169377,0.7089834670982501,0.7271708270007017,1.764236842544563e-05,1.8471456263575336e-05,1.7950289015811967e-05,1.7384310948204734e-05,0.08431046917662843,0.04710190254710609,2.915825038304712e-14,0.6105409557246539,1.6413746602981138e-07,3.9083540504476477e-07
53,53,1229.0,0.5802929718123595,0.6359329707700295,0.6149184179457876,0.6312871647463055,7.111122837658627e-05,7.910308870298658e-05,7.862570867625464e-05,7.985358963914336e-05,7.197520974500191e-10,7.346424978251914e-05,8.413112332870956e-13,2.8418045910283687e-15,0.543850144986764,0.027403466074589097
54,54,1576.0,0.7023790242957798,0.7432105028430193,0.734136416299509,0.7343974781337653,4.76455979120353e-05,4.973363764077892e-05,5.12001527773598e-05,5.05425295459065e-05,5.584136154344046e-16,3.515316572893276e-11,3.8800506926612265e-15,2.6981694059766376e-06,0.07145241750262712,0.9578097842180606
55,55,6718.0,0.7235680531566913,0.7247079771990897,0.7177220122446293,0.7479601219663037,1.1953083717497069e-05,1.199026774932213e-05,1.2260611520328959e-05,1.2288034876464696e-05,0.6494042539547533,0.019959156096069134,4.251097028871508e-27,2.815963610912387e-11,4.0974886106324235e-18,6.092809700406664e-29
56,56,1484.0,0.8655649057151221,0.8896367131458605,0.8648251683893572,0.8931492151245307,3.1446735009662566e-05,3.4932561709159116e-05,4.056058620602908e-05,3.1618322272071145e-05,6.22100895964913e-08,0.8643102941776898,1.0925839307285289e-13,2.5795666982359554e-40,0.42350965677940233,1.2585084771221101e-09
57,57,14834.0,0.7791513708210068,0.7648532331032761,0.7602576142417267,0.7872744678077359,5.458399097636001e-06,6.0167752106613805e-06,6.132846776306608e-06,5.398744627356253e-06,1.0129082733997248e-16,1.2163011932440007e-27,6.543392712870698e-09,1.5339133917001433e-15,2.627392982289949e-41,2.1873260396993234e-61
58,58,4242.0,0.7330847589611732,0.7699059797996815,0.7651889068539313,0.7692003335412149,2.0228713566255166e-05,1.9599593003001484e-05,1.9493506152755936e-05,1.8689547634706354e-05,2.2623115695131017e-22,5.0474101885237675e-18,1.0065159980167554e-36,2.9974758388061403e-07,0.8181968889641534,0.1753703534420714
59,59,5141.0,0.6535114968634437,0.6351619012205031,0.6368408365776395,0.6126411660151229,1.7198841606794526e-05,1.9282233945745628e-05,1.93832451702693e-05,1.9761001557318106e-05,2.798303117628493e-07,1.3509747641968238e-06,2.38394248607626e-34,0.11351725569246775,6.040623451184613e-11,3.434645683717092e-12
60,60,1562.0,0.5113246670709822,0.5247097766773073,0.5085825680916083,0.5178438450209498,5.431885835232967e-05,6.030807412602208e-05,5.615905734455766e-05,5.127616138131649e-05,0.04685116847490962,0.6771655909542732,0.22052746785180244,2.114238860197346e-10,0.2931892166137401,0.1271179167474707
61,61,27749.0,0.6560673884134912,0.6351044582636427,0.6454419325080484,0.6705297190145653,3.4962680654242542e-06,3.717816476774962e-06,3.613945405541757e-06,3.341664273127927e-06,6.997004177739291e-43,1.150467208245654e-13,2.034516359238943e-28,1.4640092300691635e-55,3.435743675004539e-104,5.8037351594973795e-59
62,62,2658.0,0.8406929242370461,0.821668686383491,0.8252222633389233,0.8464760811035683,2.0235931463307275e-05,2.49151110106755e-05,2.440656480224282e-05,2.1209064192549052e-05,1.3002114414020698e-08,1.8091283016885152e-06,0.025140170238339872,0.0017791338853508688,2.4053009688205962e-15,9.948627677527944e-13
63,63,22069.0,0.7110113711257844,0.711267975822937,0.7122762395404499,0.6960080695542371,3.1808636215644767e-06,3.4382017662115357e-06,3.442051529149305e-06,3.4970399245965493e-06,0.8626033337136112,0.3922666537952837,4.07122755670983e-29,0.10430274807430967,5.281546069696975e-21,6.855543735769899e-25
64,64,30918.0,0.9235856320513149,0.9141511469959045,0.9156714984726497,0.9161425974848452,8.41098523608611e-07,1.0538960826037822e-06,1.0430789569728029e-06,1.022856214252204e-06,3.915812258447144e-39,4.769049882809955e-34,1.9419099883021694e-39,4.965220085280679e-05,0.017933724402788502,0.5544252053445295
