,ACC-P0,ACC-P1,ACC-P2,ACC-P3,ACC-P4
ICENODE,0.3917720479553293,0.4642193653860444,0.6806567659809981,0.8699730094466936,0.9379925932959833
ICENODE_UNIFORM,0.3907866644769256,0.4528498179386193,0.6701411308919841,0.8734817813765182,0.9414110720729275
GRU,0.37378879947446214,0.4781897897005276,0.7141407619223319,0.8917004048582996,0.935238818725667
RETAIN,0.3769912957792741,0.46734041762651407,0.698367309288811,0.8916329284750337,0.9437850156680277
