"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"0SGM37Z","8116","10000",1,0,0,0,0
"0SGM3JZ","8116","10000",1,0,0,0,0
"0SGM3KZ","8116","10000",1,0,0,0,0
"0SGM3ZZ","8116","10000",1,0,0,0,0
"0SGM44Z","8116","10000",1,0,0,0,0
"0SGM45Z","8116","10000",1,0,0,0,0
"0SGM47Z","8116","10000",1,0,0,0,0
"0SGM4JZ","8116","10000",1,0,0,0,0
"0SGM4KZ","8116","10000",1,0,0,0,0
"0SGM4ZZ","8116","10000",1,0,0,0,0
"0SGN04Z","8116","10000",1,0,0,0,0
"0SGN05Z","8116","10000",1,0,0,0,0
"0SGN07Z","8116","10000",1,0,0,0,0
"0SGN0JZ","8116","10000",1,0,0,0,0
"0SGN0KZ","8116","10000",1,0,0,0,0
"0SGN0ZZ","8116","10000",1,0,0,0,0
"0SGN34Z","8116","10000",1,0,0,0,0
"0SGN35Z","8116","10000",1,0,0,0,0
"0SGN37Z","8116","10000",1,0,0,0,0
"0SGN3JZ","8116","10000",1,0,0,0,0
"0SGN3KZ","8116","10000",1,0,0,0,0
"0SGN3ZZ","8116","10000",1,0,0,0,0
"0SGN44Z","8116","10000",1,0,0,0,0
"0SGN45Z","8116","10000",1,0,0,0,0
"0SGN47Z","8116","10000",1,0,0,0,0
"0SGN4JZ","8116","10000",1,0,0,0,0
"0SGN4KZ","8116","10000",1,0,0,0,0
"0SGN4ZZ","8116","10000",1,0,0,0,0
"0SGP04Z","8117","10000",1,0,0,0,0
"0SGP05Z","8117","10000",1,0,0,0,0
"0SGP07Z","8117","10000",1,0,0,0,0
"0SGP0JZ","8117","10000",1,0,0,0,0
"0SGP0KZ","8117","10000",1,0,0,0,0
"0SGP0ZZ","8117","10000",1,0,0,0,0
"0SGP34Z","8117","10000",1,0,0,0,0
"0SGP35Z","8117","10000",1,0,0,0,0
"0SGP37Z","8117","10000",1,0,0,0,0
"0SGP3JZ","8117","10000",1,0,0,0,0
"0SGP3KZ","8117","10000",1,0,0,0,0
"0SGP3ZZ","8117","10000",1,0,0,0,0
"0SGP44Z","8117","10000",1,0,0,0,0
"0SGP45Z","8117","10000",1,0,0,0,0
"0SGP47Z","8117","10000",1,0,0,0,0
"0SGP4JZ","8117","10000",1,0,0,0,0
"0SGP4KZ","8117","10000",1,0,0,0,0
"0SGP4ZZ","8117","10000",1,0,0,0,0
"0SGQ04Z","8117","10000",1,0,0,0,0
"0SGQ05Z","8117","10000",1,0,0,0,0
"0SGQ07Z","8117","10000",1,0,0,0,0
"0SGQ0JZ","8117","10000",1,0,0,0,0
"0SGQ0KZ","8117","10000",1,0,0,0,0
"0SGQ0ZZ","8117","10000",1,0,0,0,0
"0SGQ34Z","8117","10000",1,0,0,0,0
"0SGQ35Z","8117","10000",1,0,0,0,0
"0SGQ37Z","8117","10000",1,0,0,0,0
"0SGQ3JZ","8117","10000",1,0,0,0,0
"0SGQ3KZ","8117","10000",1,0,0,0,0
"0SGQ3ZZ","8117","10000",1,0,0,0,0
"0SGQ44Z","8117","10000",1,0,0,0,0
"0SGQ45Z","8117","10000",1,0,0,0,0
"0SGQ47Z","8117","10000",1,0,0,0,0
"0SGQ4JZ","8117","10000",1,0,0,0,0
"0SGQ4KZ","8117","10000",1,0,0,0,0
"0SGQ4ZZ","8117","10000",1,0,0,0,0
"0SH003Z","8606","10000",1,0,0,0,0
"0SH004Z","8019","10000",1,0,0,0,0
"0SH008Z","8456","10000",1,0,0,0,0
"0SH00BZ","8480","10000",1,0,0,0,0
"0SH00CZ","8482","10000",1,0,0,0,0
"0SH00DZ","8459","10000",1,0,0,0,0
"0SH00DZ","8484","10000",1,0,0,0,0
"0SH033Z","8606","10000",1,0,0,0,0
"0SH034Z","8019","10000",1,0,0,0,0
"0SH038Z","8456","10000",1,0,0,0,0
"0SH03BZ","8480","10000",1,0,0,0,0
"0SH03CZ","8482","10000",1,0,0,0,0
"0SH03DZ","8459","10000",1,0,0,0,0
"0SH03DZ","8484","10000",1,0,0,0,0
"0SH043Z","8606","10000",1,0,0,0,0
"0SH044Z","8019","10000",1,0,0,0,0
"0SH048Z","8456","10000",1,0,0,0,0
"0SH04BZ","8480","10000",1,0,0,0,0
"0SH04CZ","8482","10000",1,0,0,0,0
"0SH04DZ","8459","10000",1,0,0,0,0
"0SH04DZ","8484","10000",1,0,0,0,0
"0SH203Z","8606","10000",1,0,0,0,0
"0SH208Z","8456","10000",1,0,0,0,0
"0SH233Z","8606","10000",1,0,0,0,0
"0SH238Z","8456","10000",1,0,0,0,0
"0SH243Z","8606","10000",1,0,0,0,0
"0SH248Z","8456","10000",1,0,0,0,0
"0SH303Z","8606","10000",1,0,0,0,0
"0SH304Z","8019","10000",1,0,0,0,0
"0SH308Z","8456","10000",1,0,0,0,0
"0SH30BZ","8480","10000",1,0,0,0,0
"0SH30CZ","8482","10000",1,0,0,0,0
"0SH30DZ","8459","10000",1,0,0,0,0
"0SH30DZ","8484","10000",1,0,0,0,0
"0SH333Z","8606","10000",1,0,0,0,0
"0SH334Z","8019","10000",1,0,0,0,0
"0SH338Z","8456","10000",1,0,0,0,0
"0SH33BZ","8480","10000",1,0,0,0,0
"0SH33CZ","8482","10000",1,0,0,0,0
"0SH33DZ","8459","10000",1,0,0,0,0
"0SH33DZ","8484","10000",1,0,0,0,0
"0SH343Z","8606","10000",1,0,0,0,0
"0SH344Z","8019","10000",1,0,0,0,0
"0SH348Z","8456","10000",1,0,0,0,0
"0SH34BZ","8480","10000",1,0,0,0,0
"0SH34CZ","8482","10000",1,0,0,0,0
"0SH34DZ","8459","10000",1,0,0,0,0
"0SH34DZ","8484","10000",1,0,0,0,0
"0SH403Z","8606","10000",1,0,0,0,0
"0SH408Z","8456","10000",1,0,0,0,0
"0SH433Z","8606","10000",1,0,0,0,0
"0SH438Z","8456","10000",1,0,0,0,0
"0SH443Z","8606","10000",1,0,0,0,0
"0SH448Z","8456","10000",1,0,0,0,0
"0SH503Z","8606","10000",1,0,0,0,0
"0SH504Z","8019","10000",1,0,0,0,0
"0SH508Z","8456","10000",1,0,0,0,0
"0SH533Z","8606","10000",1,0,0,0,0
"0SH534Z","8019","10000",1,0,0,0,0
"0SH538Z","8456","10000",1,0,0,0,0
"0SH543Z","8606","10000",1,0,0,0,0
"0SH544Z","8019","10000",1,0,0,0,0
"0SH548Z","8456","10000",1,0,0,0,0
"0SH603Z","8606","10000",1,0,0,0,0
"0SH604Z","8019","10000",1,0,0,0,0
"0SH608Z","8456","10000",1,0,0,0,0
"0SH633Z","8606","10000",1,0,0,0,0
"0SH634Z","8019","10000",1,0,0,0,0
"0SH638Z","8456","10000",1,0,0,0,0
"0SH643Z","8606","10000",1,0,0,0,0
"0SH644Z","8019","10000",1,0,0,0,0
"0SH648Z","8456","10000",1,0,0,0,0
"0SH703Z","8606","10000",1,0,0,0,0
"0SH704Z","8019","10000",1,0,0,0,0
"0SH708Z","8456","10000",1,0,0,0,0
"0SH733Z","8606","10000",1,0,0,0,0
"0SH734Z","8019","10000",1,0,0,0,0
"0SH738Z","8456","10000",1,0,0,0,0
"0SH743Z","8606","10000",1,0,0,0,0
"0SH744Z","8019","10000",1,0,0,0,0
"0SH748Z","8456","10000",1,0,0,0,0
"0SH803Z","8606","10000",1,0,0,0,0
"0SH804Z","8019","10000",1,0,0,0,0
"0SH808Z","8456","10000",1,0,0,0,0
"0SH833Z","8606","10000",1,0,0,0,0
"0SH834Z","8019","10000",1,0,0,0,0
"0SH838Z","8456","10000",1,0,0,0,0
"0SH843Z","8606","10000",1,0,0,0,0
"0SH844Z","8019","10000",1,0,0,0,0
"0SH848Z","8456","10000",1,0,0,0,0
"0SH903Z","8606","10000",1,0,0,0,0
"0SH904Z","8015","10000",1,0,0,0,0
"0SH905Z","8015","10000",1,0,0,0,0
"0SH908Z","8456","10000",1,0,0,0,0
"0SH933Z","8606","10000",1,0,0,0,0
"0SH934Z","8015","10000",1,0,0,0,0
"0SH935Z","8015","10000",1,0,0,0,0
"0SH938Z","8456","10000",1,0,0,0,0
"0SH943Z","8606","10000",1,0,0,0,0
"0SH944Z","8015","10000",1,0,0,0,0
"0SH945Z","8015","10000",1,0,0,0,0
"0SH948Z","8456","10000",1,0,0,0,0
"0SHB03Z","8606","10000",1,0,0,0,0
"0SHB04Z","8015","10000",1,0,0,0,0
"0SHB05Z","8015","10000",1,0,0,0,0
"0SHB08Z","8456","10000",1,0,0,0,0
"0SHB33Z","8606","10000",1,0,0,0,0
"0SHB34Z","8015","10000",1,0,0,0,0
"0SHB35Z","8015","10000",1,0,0,0,0
"0SHB38Z","8456","10000",1,0,0,0,0
"0SHB43Z","8606","10000",1,0,0,0,0
"0SHB44Z","8015","10000",1,0,0,0,0
"0SHB45Z","8015","10000",1,0,0,0,0
"0SHB48Z","8456","10000",1,0,0,0,0
"0SHC03Z","8606","10000",1,0,0,0,0
"0SHC04Z","8016","10000",1,0,0,0,0
"0SHC05Z","8016","10000",1,0,0,0,0
"0SHC08Z","8456","10000",1,0,0,0,0
"0SHC33Z","8606","10000",1,0,0,0,0
"0SHC34Z","8016","10000",1,0,0,0,0
"0SHC35Z","8016","10000",1,0,0,0,0
"0SHC38Z","8456","10000",1,0,0,0,0
"0SHC43Z","8606","10000",1,0,0,0,0
"0SHC44Z","8016","10000",1,0,0,0,0
"0SHC45Z","8016","10000",1,0,0,0,0
"0SHC48Z","8456","10000",1,0,0,0,0
"0SHD03Z","8606","10000",1,0,0,0,0
"0SHD04Z","8016","10000",1,0,0,0,0
"0SHD05Z","8016","10000",1,0,0,0,0
"0SHD08Z","8456","10000",1,0,0,0,0
"0SHD33Z","8606","10000",1,0,0,0,0
"0SHD34Z","8016","10000",1,0,0,0,0
"0SHD35Z","8016","10000",1,0,0,0,0
"0SHD38Z","8456","10000",1,0,0,0,0
"0SHD43Z","8606","10000",1,0,0,0,0
"0SHD44Z","8016","10000",1,0,0,0,0
"0SHD45Z","8016","10000",1,0,0,0,0
"0SHD48Z","8456","10000",1,0,0,0,0
"0SHF03Z","8606","10000",1,0,0,0,0
"0SHF04Z","8017","10000",1,0,0,0,0
"0SHF05Z","8017","10000",1,0,0,0,0
"0SHF08Z","8456","10000",1,0,0,0,0
"0SHF33Z","8606","10000",1,0,0,0,0
"0SHF34Z","8017","10000",1,0,0,0,0
"0SHF35Z","8017","10000",1,0,0,0,0
"0SHF38Z","8456","10000",1,0,0,0,0
"0SHF43Z","8606","10000",1,0,0,0,0
"0SHF44Z","8017","10000",1,0,0,0,0
"0SHF45Z","8017","10000",1,0,0,0,0
"0SHF48Z","8456","10000",1,0,0,0,0
"0SHG03Z","8606","10000",1,0,0,0,0
"0SHG04Z","8017","10000",1,0,0,0,0
"0SHG05Z","8017","10000",1,0,0,0,0
"0SHG08Z","8456","10000",1,0,0,0,0
"0SHG33Z","8606","10000",1,0,0,0,0
"0SHG34Z","8017","10000",1,0,0,0,0
"0SHG35Z","8017","10000",1,0,0,0,0
"0SHG38Z","8456","10000",1,0,0,0,0
"0SHG43Z","8606","10000",1,0,0,0,0
"0SHG44Z","8017","10000",1,0,0,0,0
"0SHG45Z","8017","10000",1,0,0,0,0
"0SHG48Z","8456","10000",1,0,0,0,0
"0SHH03Z","8606","10000",1,0,0,0,0
"0SHH04Z","8018","10000",1,0,0,0,0
"0SHH05Z","8018","10000",1,0,0,0,0
"0SHH08Z","8456","10000",1,0,0,0,0
"0SHH33Z","8606","10000",1,0,0,0,0
"0SHH34Z","8018","10000",1,0,0,0,0
"0SHH35Z","8018","10000",1,0,0,0,0
"0SHH38Z","8456","10000",1,0,0,0,0
"0SHH43Z","8606","10000",1,0,0,0,0
"0SHH44Z","8018","10000",1,0,0,0,0
"0SHH45Z","8018","10000",1,0,0,0,0
"0SHH48Z","8456","10000",1,0,0,0,0
"0SHJ03Z","8606","10000",1,0,0,0,0
"0SHJ04Z","8018","10000",1,0,0,0,0
"0SHJ05Z","8018","10000",1,0,0,0,0
"0SHJ08Z","8456","10000",1,0,0,0,0
"0SHJ33Z","8606","10000",1,0,0,0,0
"0SHJ34Z","8018","10000",1,0,0,0,0
"0SHJ35Z","8018","10000",1,0,0,0,0
"0SHJ38Z","8456","10000",1,0,0,0,0
"0SHJ43Z","8606","10000",1,0,0,0,0
"0SHJ44Z","8018","10000",1,0,0,0,0
"0SHJ45Z","8018","10000",1,0,0,0,0
"0SHJ48Z","8456","10000",1,0,0,0,0
"0SHK03Z","8606","10000",1,0,0,0,0
"0SHK04Z","8018","10000",1,0,0,0,0
"0SHK05Z","8018","10000",1,0,0,0,0
"0SHK08Z","8456","10000",1,0,0,0,0
"0SHK33Z","8606","10000",1,0,0,0,0
"0SHK34Z","8018","10000",1,0,0,0,0
"0SHK35Z","8018","10000",1,0,0,0,0
"0SHK38Z","8456","10000",1,0,0,0,0
"0SHK43Z","8606","10000",1,0,0,0,0
"0SHK44Z","8018","10000",1,0,0,0,0
"0SHK45Z","8018","10000",1,0,0,0,0
"0SHK48Z","8456","10000",1,0,0,0,0
"0SHL03Z","8606","10000",1,0,0,0,0
"0SHL04Z","8018","10000",1,0,0,0,0
"0SHL05Z","8018","10000",1,0,0,0,0
"0SHL08Z","8456","10000",1,0,0,0,0
"0SHL33Z","8606","10000",1,0,0,0,0
"0SHL34Z","8018","10000",1,0,0,0,0
"0SHL35Z","8018","10000",1,0,0,0,0
"0SHL38Z","8456","10000",1,0,0,0,0
"0SHL43Z","8606","10000",1,0,0,0,0
"0SHL44Z","8018","10000",1,0,0,0,0
"0SHL45Z","8018","10000",1,0,0,0,0
"0SHL48Z","8456","10000",1,0,0,0,0
"0SHM03Z","8606","10000",1,0,0,0,0
"0SHM04Z","8018","10000",1,0,0,0,0
"0SHM05Z","8018","10000",1,0,0,0,0
"0SHM08Z","8456","10000",1,0,0,0,0
"0SHM33Z","8606","10000",1,0,0,0,0
"0SHM34Z","8018","10000",1,0,0,0,0
"0SHM35Z","8018","10000",1,0,0,0,0
"0SHM38Z","8456","10000",1,0,0,0,0
"0SHM43Z","8606","10000",1,0,0,0,0
"0SHM44Z","8018","10000",1,0,0,0,0
"0SHM45Z","8018","10000",1,0,0,0,0
"0SHM48Z","8456","10000",1,0,0,0,0
"0SHN03Z","8606","10000",1,0,0,0,0
"0SHN04Z","8018","10000",1,0,0,0,0
"0SHN05Z","8018","10000",1,0,0,0,0
"0SHN08Z","8456","10000",1,0,0,0,0
"0SHN33Z","8606","10000",1,0,0,0,0
"0SHN34Z","8018","10000",1,0,0,0,0
"0SHN35Z","8018","10000",1,0,0,0,0
"0SHN38Z","8456","10000",1,0,0,0,0
"0SHN43Z","8606","10000",1,0,0,0,0
"0SHN44Z","8018","10000",1,0,0,0,0
"0SHN45Z","8018","10000",1,0,0,0,0
"0SHN48Z","8456","10000",1,0,0,0,0
"0SHP03Z","8606","10000",1,0,0,0,0
"0SHP04Z","8018","10000",1,0,0,0,0
"0SHP05Z","8018","10000",1,0,0,0,0
"0SHP08Z","8456","10000",1,0,0,0,0
"0SHP33Z","8606","10000",1,0,0,0,0
"0SHP34Z","8018","10000",1,0,0,0,0
"0SHP35Z","8018","10000",1,0,0,0,0
"0SHP38Z","8456","10000",1,0,0,0,0
"0SHP43Z","8606","10000",1,0,0,0,0
"0SHP44Z","8018","10000",1,0,0,0,0
"0SHP45Z","8018","10000",1,0,0,0,0
"0SHP48Z","8456","10000",1,0,0,0,0
"0SHQ03Z","8606","10000",1,0,0,0,0
"0SHQ04Z","8018","10000",1,0,0,0,0
"0SHQ05Z","8018","10000",1,0,0,0,0
"0SHQ08Z","8456","10000",1,0,0,0,0
"0SHQ33Z","8606","10000",1,0,0,0,0
"0SHQ34Z","8018","10000",1,0,0,0,0
"0SHQ35Z","8018","10000",1,0,0,0,0
"0SHQ38Z","8456","10000",1,0,0,0,0
"0SHQ43Z","8606","10000",1,0,0,0,0
"0SHQ44Z","8018","10000",1,0,0,0,0
"0SHQ45Z","8018","10000",1,0,0,0,0
"0SHQ48Z","8456","10000",1,0,0,0,0
"0SJ00ZZ","8019","10000",1,0,0,0,0
"0SJ03ZZ","8198","10000",1,0,0,0,0
"0SJ04ZZ","8029","10000",1,0,0,0,0
"0SJ0XZZ","8939","10000",1,0,0,0,0
"0SJ20ZZ","8019","10000",1,0,0,0,0
"0SJ23ZZ","8198","10000",1,0,0,0,0
"0SJ24ZZ","8198","10000",1,0,0,0,0
"0SJ2XZZ","8939","10000",1,0,0,0,0
"0SJ30ZZ","8019","10000",1,0,0,0,0
"0SJ33ZZ","8198","10000",1,0,0,0,0
"0SJ34ZZ","8029","10000",1,0,0,0,0
"0SJ3XZZ","8939","10000",1,0,0,0,0
"0SJ40ZZ","8019","10000",1,0,0,0,0
"0SJ43ZZ","8198","10000",1,0,0,0,0
"0SJ44ZZ","8198","10000",1,0,0,0,0
"0SJ4XZZ","8939","10000",1,0,0,0,0
"0SJ50ZZ","8019","10000",1,0,0,0,0
"0SJ53ZZ","8198","10000",1,0,0,0,0
"0SJ54ZZ","8029","10000",1,0,0,0,0
"0SJ5XZZ","8939","10000",1,0,0,0,0
"0SJ60ZZ","8019","10000",1,0,0,0,0
"0SJ63ZZ","8198","10000",1,0,0,0,0
"0SJ64ZZ","8029","10000",1,0,0,0,0
"0SJ6XZZ","8939","10000",1,0,0,0,0
"0SJ70ZZ","8019","10000",1,0,0,0,0
"0SJ73ZZ","8198","10000",1,0,0,0,0
"0SJ74ZZ","8029","10000",1,0,0,0,0
"0SJ7XZZ","8939","10000",1,0,0,0,0
"0SJ80ZZ","8019","10000",1,0,0,0,0
"0SJ83ZZ","8198","10000",1,0,0,0,0
"0SJ84ZZ","8029","10000",1,0,0,0,0
"0SJ8XZZ","8939","10000",1,0,0,0,0
"0SJ90ZZ","8015","10000",1,0,0,0,0
"0SJ93ZZ","8198","10000",1,0,0,0,0
"0SJ94ZZ","8025","10000",1,0,0,0,0
"0SJ9XZZ","8939","10000",1,0,0,0,0
"0SJB0ZZ","8015","10000",1,0,0,0,0
"0SJB3ZZ","8198","10000",1,0,0,0,0
"0SJB4ZZ","8025","10000",1,0,0,0,0
"0SJBXZZ","8939","10000",1,0,0,0,0
"0SJC0ZZ","8016","10000",1,0,0,0,0
"0SJC3ZZ","8198","10000",1,0,0,0,0
"0SJC4ZZ","8026","10000",1,0,0,0,0
"0SJCXZZ","8939","10000",1,0,0,0,0
"0SJD0ZZ","8016","10000",1,0,0,0,0
"0SJD3ZZ","8198","10000",1,0,0,0,0
"0SJD4ZZ","8026","10000",1,0,0,0,0
"0SJDXZZ","8939","10000",1,0,0,0,0
"0SJF0ZZ","8017","10000",1,0,0,0,0
"0SJF3ZZ","8198","10000",1,0,0,0,0
"0SJF4ZZ","8027","10000",1,0,0,0,0
"0SJFXZZ","8939","10000",1,0,0,0,0
"0SJG0ZZ","8017","10000",1,0,0,0,0
"0SJG3ZZ","8198","10000",1,0,0,0,0
"0SJG4ZZ","8027","10000",1,0,0,0,0
"0SJGXZZ","8939","10000",1,0,0,0,0
"0SJH0ZZ","8018","10000",1,0,0,0,0
"0SJH3ZZ","8198","10000",1,0,0,0,0
"0SJH4ZZ","8028","10000",1,0,0,0,0
"0SJHXZZ","8939","10000",1,0,0,0,0
"0SJJ0ZZ","8018","10000",1,0,0,0,0
"0SJJ3ZZ","8198","10000",1,0,0,0,0
"0SJJ4ZZ","8028","10000",1,0,0,0,0
"0SJJXZZ","8939","10000",1,0,0,0,0
"0SJK0ZZ","8018","10000",1,0,0,0,0
"0SJK3ZZ","8198","10000",1,0,0,0,0
"0SJK4ZZ","8028","10000",1,0,0,0,0
"0SJKXZZ","8939","10000",1,0,0,0,0
"0SJL0ZZ","8018","10000",1,0,0,0,0
"0SJL3ZZ","8198","10000",1,0,0,0,0
"0SJL4ZZ","8028","10000",1,0,0,0,0
"0SJLXZZ","8939","10000",1,0,0,0,0
"0SJM0ZZ","8018","10000",1,0,0,0,0
"0SJM3ZZ","8198","10000",1,0,0,0,0
"0SJM4ZZ","8028","10000",1,0,0,0,0
"0SJMXZZ","8939","10000",1,0,0,0,0
"0SJN0ZZ","8018","10000",1,0,0,0,0
"0SJN3ZZ","8198","10000",1,0,0,0,0
"0SJN4ZZ","8028","10000",1,0,0,0,0
"0SJNXZZ","8939","10000",1,0,0,0,0
"0SJP0ZZ","8018","10000",1,0,0,0,0
"0SJP3ZZ","8198","10000",1,0,0,0,0
"0SJP4ZZ","8028","10000",1,0,0,0,0
"0SJPXZZ","8939","10000",1,0,0,0,0
"0SJQ0ZZ","8018","10000",1,0,0,0,0
"0SJQ3ZZ","8198","10000",1,0,0,0,0
"0SJQ4ZZ","8028","10000",1,0,0,0,0
"0SJQXZZ","8939","10000",1,0,0,0,0
"0SN00ZZ","8049","10000",1,0,0,0,0
"0SN03ZZ","8049","10000",1,0,0,0,0
"0SN04ZZ","8049","10000",1,0,0,0,0
"0SN0XZZ","9326","10000",1,0,0,0,0
"0SN20ZZ","8049","10000",1,0,0,0,0
"0SN23ZZ","8049","10000",1,0,0,0,0
"0SN24ZZ","8049","10000",1,0,0,0,0
"0SN2XZZ","9326","10000",1,0,0,0,0
"0SN30ZZ","8049","10000",1,0,0,0,0
"0SN33ZZ","8049","10000",1,0,0,0,0
"0SN34ZZ","8049","10000",1,0,0,0,0
"0SN3XZZ","9326","10000",1,0,0,0,0
"0SN40ZZ","8049","10000",1,0,0,0,0
"0SN43ZZ","8049","10000",1,0,0,0,0
"0SN44ZZ","8049","10000",1,0,0,0,0
"0SN4XZZ","9326","10000",1,0,0,0,0
"0SN50ZZ","8049","10000",1,0,0,0,0
"0SN53ZZ","8049","10000",1,0,0,0,0
"0SN54ZZ","8049","10000",1,0,0,0,0
"0SN5XZZ","9326","10000",1,0,0,0,0
"0SN60ZZ","8049","10000",1,0,0,0,0
"0SN63ZZ","8049","10000",1,0,0,0,0
"0SN64ZZ","8049","10000",1,0,0,0,0
"0SN6XZZ","9326","10000",1,0,0,0,0
"0SN70ZZ","8049","10000",1,0,0,0,0
"0SN73ZZ","8049","10000",1,0,0,0,0
"0SN74ZZ","8049","10000",1,0,0,0,0
"0SN7XZZ","9326","10000",1,0,0,0,0
"0SN80ZZ","8049","10000",1,0,0,0,0
"0SN83ZZ","8049","10000",1,0,0,0,0
"0SN84ZZ","8049","10000",1,0,0,0,0
"0SN8XZZ","9326","10000",1,0,0,0,0
"0SN90ZZ","8045","10000",1,0,0,0,0
"0SN93ZZ","8045","10000",1,0,0,0,0
"0SN94ZZ","8045","10000",1,0,0,0,0
"0SN9XZZ","9326","10000",1,0,0,0,0
"0SNB0ZZ","8045","10000",1,0,0,0,0
"0SNB3ZZ","8045","10000",1,0,0,0,0
"0SNB4ZZ","8045","10000",1,0,0,0,0
"0SNBXZZ","9326","10000",1,0,0,0,0
"0SNC0ZZ","8046","10000",1,0,0,0,0
"0SNC3ZZ","8046","10000",1,0,0,0,0
"0SNC4ZZ","8046","10000",1,0,0,0,0
"0SNCXZZ","9326","10000",1,0,0,0,0
"0SND0ZZ","8046","10000",1,0,0,0,0
"0SND3ZZ","8046","10000",1,0,0,0,0
"0SND4ZZ","8046","10000",1,0,0,0,0
"0SNDXZZ","9326","10000",1,0,0,0,0
"0SNF0ZZ","8047","10000",1,0,0,0,0
"0SNF3ZZ","8047","10000",1,0,0,0,0
"0SNF4ZZ","8047","10000",1,0,0,0,0
"0SNFXZZ","9326","10000",1,0,0,0,0
"0SNG0ZZ","8047","10000",1,0,0,0,0
"0SNG3ZZ","8047","10000",1,0,0,0,0
"0SNG4ZZ","8047","10000",1,0,0,0,0
"0SNGXZZ","9326","10000",1,0,0,0,0
"0SNH0ZZ","8048","10000",1,0,0,0,0
"0SNH3ZZ","8048","10000",1,0,0,0,0
"0SNH4ZZ","8048","10000",1,0,0,0,0
"0SNHXZZ","9326","10000",1,0,0,0,0
"0SNJ0ZZ","8048","10000",1,0,0,0,0
"0SNJ3ZZ","8048","10000",1,0,0,0,0
"0SNJ4ZZ","8048","10000",1,0,0,0,0
"0SNJXZZ","9326","10000",1,0,0,0,0
"0SNK0ZZ","8048","10000",1,0,0,0,0
"0SNK3ZZ","8048","10000",1,0,0,0,0
"0SNK4ZZ","8048","10000",1,0,0,0,0
"0SNKXZZ","9326","10000",1,0,0,0,0
"0SNL0ZZ","8048","10000",1,0,0,0,0
"0SNL3ZZ","8048","10000",1,0,0,0,0
"0SNL4ZZ","8048","10000",1,0,0,0,0
"0SNLXZZ","9326","10000",1,0,0,0,0
"0SNM0ZZ","8048","10000",1,0,0,0,0
"0SNM3ZZ","8048","10000",1,0,0,0,0
"0SNM4ZZ","8048","10000",1,0,0,0,0
"0SNMXZZ","9326","10000",1,0,0,0,0
"0SNN0ZZ","8048","10000",1,0,0,0,0
"0SNN3ZZ","8048","10000",1,0,0,0,0
"0SNN4ZZ","8048","10000",1,0,0,0,0
"0SNNXZZ","9326","10000",1,0,0,0,0
"0SNP0ZZ","8048","10000",1,0,0,0,0
"0SNP3ZZ","8048","10000",1,0,0,0,0
"0SNP4ZZ","8048","10000",1,0,0,0,0
"0SNPXZZ","9326","10000",1,0,0,0,0
"0SNQ0ZZ","8048","10000",1,0,0,0,0
"0SNQ3ZZ","8048","10000",1,0,0,0,0
"0SNQ4ZZ","8048","10000",1,0,0,0,0
"0SNQXZZ","9326","10000",1,0,0,0,0
"0SP000Z","8019","10000",1,0,0,0,0
"0SP003Z","8019","10000",1,0,0,0,0
"0SP004Z","8019","10000",1,0,0,0,0
"0SP007Z","8019","10000",1,0,0,0,0
"0SP008Z","8457","10000",1,0,0,0,0
"0SP00AZ","8019","10000",1,0,0,0,0
"0SP00JZ","8009","10000",1,0,0,0,0
"0SP00KZ","8019","10000",1,0,0,0,0
"0SP030Z","8019","10000",1,0,0,0,0
"0SP033Z","8019","10000",1,0,0,0,0
"0SP034Z","8019","10000",1,0,0,0,0
"0SP037Z","8019","10000",1,0,0,0,0
"0SP038Z","8457","10000",1,0,0,0,0
"0SP03AZ","8019","10000",1,0,0,0,0
"0SP03JZ","8009","10000",1,0,0,0,0
"0SP03KZ","8019","10000",1,0,0,0,0
"0SP040Z","8019","10000",1,0,0,0,0
"0SP043Z","8019","10000",1,0,0,0,0
"0SP044Z","8019","10000",1,0,0,0,0
"0SP047Z","8019","10000",1,0,0,0,0
"0SP048Z","8457","10000",1,0,0,0,0
"0SP04AZ","8019","10000",1,0,0,0,0
"0SP04JZ","8009","10000",1,0,0,0,0
"0SP04KZ","8019","10000",1,0,0,0,0
"0SP0X0Z","9789","10000",1,0,0,0,0
"0SP0X3Z","9789","10000",1,0,0,0,0
"0SP0X4Z","9789","10000",1,0,0,0,0
"0SP200Z","8019","10000",1,0,0,0,0
"0SP203Z","8019","10000",1,0,0,0,0
"0SP207Z","8019","10000",1,0,0,0,0
"0SP20JZ","8009","10000",1,0,0,0,0
"0SP20KZ","8019","10000",1,0,0,0,0
"0SP230Z","8019","10000",1,0,0,0,0
"0SP233Z","8019","10000",1,0,0,0,0
"0SP237Z","8019","10000",1,0,0,0,0
"0SP23JZ","8009","10000",1,0,0,0,0
"0SP23KZ","8019","10000",1,0,0,0,0
"0SP240Z","8019","10000",1,0,0,0,0
"0SP243Z","8019","10000",1,0,0,0,0
"0SP247Z","8019","10000",1,0,0,0,0
"0SP24JZ","8009","10000",1,0,0,0,0
"0SP24KZ","8019","10000",1,0,0,0,0
"0SP2X0Z","9789","10000",1,0,0,0,0
"0SP2X3Z","9789","10000",1,0,0,0,0
"0SP300Z","8019","10000",1,0,0,0,0
"0SP303Z","8019","10000",1,0,0,0,0
"0SP304Z","8019","10000",1,0,0,0,0
"0SP307Z","8019","10000",1,0,0,0,0
"0SP308Z","8457","10000",1,0,0,0,0
